timestamp,open,high,low,close,volume
2023-12-01 14:30:00+00:00,455.68,455.76,455.57,455.57,2345.0
2023-12-01 14:31:00+00:00,455.57,455.69,455.565,455.62,5493.0
2023-12-01 14:32:00+00:00,455.53,455.53,455.235,455.27,10561.0
2023-12-01 14:33:00+00:00,455.305,455.49,455.22,455.37,2437.0
2023-12-01 14:34:00+00:00,455.37,455.44,455.32,455.42,4723.0
2023-12-01 14:35:00+00:00,455.47,455.47,455.25,455.41,4970.0
2023-12-01 14:36:00+00:00,455.42,455.635,455.405,455.635,9531.0
2023-12-01 14:37:00+00:00,455.645,455.705,455.62,455.705,6229.0
2023-12-01 14:38:00+00:00,455.595,455.76,455.595,455.67,3235.0
2023-12-01 14:39:00+00:00,455.715,455.78,455.61,455.78,4425.0
2023-12-01 14:40:00+00:00,455.75,455.99,455.73,455.84,4825.0
2023-12-01 14:41:00+00:00,455.945,456.04,455.915,455.92,1727.0
2023-12-01 14:42:00+00:00,455.91,455.97,455.84,455.97,2372.0
2023-12-01 14:43:00+00:00,456.02,456.05,455.99,456.04,2259.0
2023-12-01 14:44:00+00:00,456.015,456.015,455.95,455.97,2556.0
2023-12-01 14:45:00+00:00,456.08,456.18,456.08,456.14,4624.0
2023-12-01 14:46:00+00:00,456.13,456.135,455.905,456.02,4056.0
2023-12-01 14:47:00+00:00,456.065,456.15,456.02,456.045,2745.0
2023-12-01 14:48:00+00:00,456.08,456.12,456.02,456.055,2599.0
2023-12-01 14:49:00+00:00,456.11,456.11,455.98,456.035,2891.0
2023-12-01 14:50:00+00:00,456.08,456.1,455.82,455.85,2856.0
2023-12-01 14:51:00+00:00,455.94,456.04,455.91,456.0,4531.0
2023-12-01 14:52:00+00:00,456.04,456.165,456.0,456.08,4284.0
2023-12-01 14:53:00+00:00,456.095,456.1,456.0,456.04,3191.0
2023-12-01 14:54:00+00:00,456.07,456.19,456.065,456.19,2190.0
2023-12-01 14:55:00+00:00,456.19,456.19,456.02,456.06,2588.0
2023-12-01 14:56:00+00:00,456.045,456.14,456.045,456.1,3262.0
2023-12-01 14:57:00+00:00,456.16,456.16,456.06,456.07,2938.0
2023-12-01 14:58:00+00:00,456.04,456.13,456.04,456.11,2402.0
2023-12-01 14:59:00+00:00,456.14,456.14,456.02,456.1,3360.0
2023-12-01 15:00:00+00:00,456.6,456.6,455.965,455.965,6087.0
2023-12-01 15:01:00+00:00,456.25,456.71,456.25,456.71,5216.0
2023-12-01 15:02:00+00:00,456.69,457.06,456.69,456.93,2357.0
2023-12-01 15:03:00+00:00,456.93,456.96,456.675,456.82,2783.0
2023-12-01 15:04:00+00:00,456.86,457.01,456.84,456.86,4717.0
2023-12-01 15:05:00+00:00,456.9,456.9,456.555,456.57,2409.0
2023-12-01 15:06:00+00:00,456.58,456.73,456.51,456.53,6887.0
2023-12-01 15:07:00+00:00,456.51,456.8,456.51,456.74,3627.0
2023-12-01 15:08:00+00:00,456.93,456.96,456.68,456.68,2595.0
2023-12-01 15:09:00+00:00,456.66,456.81,456.65,456.66,3666.0
2023-12-01 15:10:00+00:00,456.705,456.71,456.58,456.58,2452.0
2023-12-01 15:11:00+00:00,456.58,456.8,456.56,456.68,2172.0
2023-12-01 15:12:00+00:00,456.64,456.7,456.62,456.64,2977.0
2023-12-01 15:13:00+00:00,456.65,456.69,456.45,456.46,2514.0
2023-12-01 15:14:00+00:00,456.41,456.41,456.21,456.22,4853.0
2023-12-01 15:15:00+00:00,456.23,456.33,456.165,456.165,3489.0
2023-12-01 15:16:00+00:00,456.03,456.12,455.95,455.95,5748.0
2023-12-01 15:17:00+00:00,456.005,456.06,455.86,455.97,4263.0
2023-12-01 15:18:00+00:00,456.04,456.14,456.01,456.05,2002.0
2023-12-01 15:19:00+00:00,456.09,456.31,455.94,456.26,4093.0
2023-12-01 15:20:00+00:00,456.29,456.33,456.265,456.265,2734.0
2023-12-01 15:21:00+00:00,456.24,456.27,456.05,456.08,3442.0
2023-12-01 15:22:00+00:00,456.04,456.09,455.995,456.04,1378.0
2023-12-01 15:23:00+00:00,456.01,456.09,455.96,456.09,3350.0
2023-12-01 15:24:00+00:00,456.095,456.095,455.99,456.07,6528.0
2023-12-01 15:25:00+00:00,456.07,456.07,455.65,455.8,3539.0
2023-12-01 15:26:00+00:00,455.76,455.855,455.62,455.645,16848.0
2023-12-01 15:27:00+00:00,455.71,455.745,455.68,455.72,6136.0
2023-12-01 15:28:00+00:00,455.69,455.73,455.62,455.66,4344.0
2023-12-01 15:29:00+00:00,455.715,455.75,455.65,455.71,3706.0
2023-12-01 15:30:00+00:00,455.68,455.68,455.425,455.425,4839.0
2023-12-01 15:31:00+00:00,455.425,455.71,455.36,455.71,3077.0
2023-12-01 15:32:00+00:00,455.7,455.73,455.6,455.72,7407.0
2023-12-01 15:33:00+00:00,455.72,455.98,455.695,455.98,2014.0
2023-12-01 15:34:00+00:00,455.95,456.07,455.93,456.045,3213.0
2023-12-01 15:35:00+00:00,456.125,456.235,456.09,456.22,3124.0
2023-12-01 15:36:00+00:00,456.205,456.3,456.155,456.17,1834.0
2023-12-01 15:37:00+00:00,456.175,456.28,456.095,456.23,3002.0
2023-12-01 15:38:00+00:00,456.25,456.255,456.17,456.17,1681.0
2023-12-01 15:39:00+00:00,456.18,456.2,456.05,456.05,1502.0
2023-12-01 15:40:00+00:00,456.055,456.12,455.96,455.96,2931.0
2023-12-01 15:41:00+00:00,455.95,456.0,455.88,455.88,5112.0
2023-12-01 15:42:00+00:00,455.86,456.06,455.86,456.04,5502.0
2023-12-01 15:43:00+00:00,456.03,456.11,456.03,456.04,1010.0
2023-12-01 15:44:00+00:00,456.09,456.245,456.09,456.19,3253.0
2023-12-01 15:45:00+00:00,456.17,456.3,456.165,456.285,4025.0
2023-12-01 15:46:00+00:00,456.265,456.28,456.16,456.245,5693.0
2023-12-01 15:47:00+00:00,456.28,456.29,456.25,456.29,901.0
2023-12-01 15:48:00+00:00,456.29,456.32,456.14,456.3,2817.0
2023-12-01 15:49:00+00:00,456.285,456.4,456.285,456.38,1745.0
2023-12-01 15:50:00+00:00,456.34,456.34,456.23,456.31,1913.0
2023-12-01 15:51:00+00:00,456.34,456.41,456.34,456.41,3301.0
2023-12-01 15:52:00+00:00,456.43,456.47,456.4,456.4,3900.0
2023-12-01 15:53:00+00:00,456.44,456.46,456.39,456.41,2563.0
2023-12-01 15:54:00+00:00,456.41,456.45,456.345,456.37,1703.0
2023-12-01 15:55:00+00:00,456.41,456.42,456.34,456.35,3376.0
2023-12-01 15:56:00+00:00,456.355,456.355,456.25,456.28,4655.0
2023-12-01 15:57:00+00:00,456.275,456.29,456.15,456.29,4158.0
2023-12-01 15:58:00+00:00,456.3,456.325,456.27,456.27,1656.0
2023-12-01 15:59:00+00:00,456.35,456.35,456.27,456.3,1786.0
2023-12-01 16:00:00+00:00,456.315,456.315,455.635,455.82,7280.0
2023-12-01 16:01:00+00:00,455.775,455.78,455.45,455.505,6591.0
2023-12-01 16:02:00+00:00,455.66,456.32,455.16,456.26,3703.0
2023-12-01 16:03:00+00:00,456.14,456.51,456.14,456.34,1623.0
2023-12-01 16:04:00+00:00,456.285,456.46,456.2,456.46,1652.0
2023-12-01 16:05:00+00:00,456.36,456.555,456.02,456.03,3105.0
2023-12-01 16:06:00+00:00,455.99,456.19,455.97,456.19,1506.0
2023-12-01 16:07:00+00:00,456.15,456.58,456.15,456.43,2181.0
2023-12-01 16:08:00+00:00,456.39,456.64,456.38,456.57,1979.0
2023-12-01 16:09:00+00:00,456.655,456.67,456.5,456.58,2504.0
2023-12-01 16:10:00+00:00,456.655,456.72,456.555,456.715,5787.0
2023-12-01 16:11:00+00:00,456.94,457.2,456.895,457.18,2577.0
2023-12-01 16:12:00+00:00,457.145,457.19,456.89,457.04,3829.0
2023-12-01 16:13:00+00:00,457.085,457.25,457.04,457.25,6612.0
2023-12-01 16:14:00+00:00,457.27,457.41,457.25,457.345,3859.0
2023-12-01 16:15:00+00:00,457.32,457.47,457.295,457.47,3561.0
2023-12-01 16:16:00+00:00,457.46,457.46,457.12,457.16,4506.0
2023-12-01 16:17:00+00:00,457.185,457.21,456.86,457.14,6627.0
2023-12-01 16:18:00+00:00,457.15,457.15,456.96,457.08,3507.0
2023-12-01 16:19:00+00:00,457.05,457.11,456.99,457.09,6553.0
2023-12-01 16:20:00+00:00,457.08,457.08,456.87,456.96,2464.0
2023-12-01 16:21:00+00:00,457.0,457.0,456.75,456.75,3946.0
2023-12-01 16:22:00+00:00,456.7,456.78,456.65,456.78,5722.0
2023-12-01 16:23:00+00:00,456.77,456.82,456.615,456.635,4259.0
2023-12-01 16:24:00+00:00,456.62,456.88,456.6,456.88,4057.0
2023-12-01 16:25:00+00:00,456.91,457.14,456.91,457.12,3080.0
2023-12-01 16:26:00+00:00,457.16,457.2,457.09,457.14,5913.0
2023-12-01 16:27:00+00:00,457.145,457.26,457.12,457.19,3748.0
2023-12-01 16:28:00+00:00,457.18,457.38,457.18,457.345,6734.0
2023-12-01 16:29:00+00:00,457.29,457.54,457.29,457.445,4295.0
2023-12-01 16:30:00+00:00,457.46,457.48,456.855,456.855,5496.0
2023-12-01 16:31:00+00:00,456.89,456.99,456.845,456.95,2029.0
2023-12-01 16:32:00+00:00,456.99,457.19,456.965,457.18,2682.0
2023-12-01 16:33:00+00:00,457.175,457.59,457.17,457.59,2619.0
2023-12-01 16:34:00+00:00,457.575,457.765,457.51,457.68,1333.0
2023-12-01 16:35:00+00:00,457.67,457.7,457.17,457.21,3529.0
2023-12-01 16:36:00+00:00,457.24,457.31,457.24,457.31,1100.0
2023-12-01 16:37:00+00:00,457.31,457.4,457.2,457.4,1818.0
2023-12-01 16:38:00+00:00,457.37,457.37,457.24,457.29,1329.0
2023-12-01 16:39:00+00:00,457.21,457.4,457.21,457.34,2563.0
2023-12-01 16:40:00+00:00,457.31,457.43,457.31,457.36,2632.0
2023-12-01 16:41:00+00:00,457.4,457.43,457.33,457.42,1560.0
2023-12-01 16:42:00+00:00,457.43,457.76,457.43,457.76,1997.0
2023-12-01 16:43:00+00:00,457.71,458.04,457.67,458.0,3733.0
2023-12-01 16:44:00+00:00,458.02,458.28,457.92,458.22,3858.0
2023-12-01 16:45:00+00:00,458.23,458.245,458.02,458.065,4955.0
2023-12-01 16:46:00+00:00,458.085,458.12,457.88,457.89,4936.0
2023-12-01 16:47:00+00:00,457.875,457.875,457.62,457.67,1566.0
2023-12-01 16:48:00+00:00,457.73,457.93,457.73,457.93,2415.0
2023-12-01 16:49:00+00:00,457.98,458.03,457.96,458.03,2600.0
2023-12-01 16:50:00+00:00,458.07,458.215,457.92,458.215,4311.0
2023-12-01 16:51:00+00:00,458.2,458.3,458.15,458.3,2242.0
2023-12-01 16:52:00+00:00,458.27,458.45,458.27,458.39,3984.0
2023-12-01 16:53:00+00:00,458.405,458.75,458.32,458.75,5433.0
2023-12-01 16:54:00+00:00,458.65,458.65,458.41,458.455,3789.0
2023-12-01 16:55:00+00:00,458.455,458.5,458.39,458.445,12665.0
2023-12-01 16:56:00+00:00,458.445,458.48,458.38,458.47,3676.0
2023-12-01 16:57:00+00:00,458.47,458.47,458.39,458.42,2547.0
2023-12-01 16:58:00+00:00,458.44,458.49,458.4,458.49,2306.0
2023-12-01 16:59:00+00:00,458.505,458.505,458.31,458.31,4029.0
2023-12-01 17:00:00+00:00,458.345,458.42,458.23,458.32,5375.0
2023-12-01 17:01:00+00:00,458.315,458.39,458.18,458.35,1305.0
2023-12-01 17:02:00+00:00,458.3,458.37,458.27,458.32,2126.0
2023-12-01 17:03:00+00:00,458.42,458.45,458.36,458.37,1484.0
2023-12-01 17:04:00+00:00,458.355,458.44,458.35,458.41,4637.0
2023-12-01 17:05:00+00:00,458.38,458.44,458.32,458.425,1816.0
2023-12-01 17:06:00+00:00,458.45,458.57,458.39,458.4,3963.0
2023-12-01 17:07:00+00:00,458.33,458.51,458.33,458.51,3078.0
2023-12-01 17:08:00+00:00,458.56,458.86,458.56,458.74,4587.0
2023-12-01 17:09:00+00:00,458.77,458.78,458.58,458.58,4719.0
2023-12-01 17:10:00+00:00,458.57,458.77,458.525,458.77,5030.0
2023-12-01 17:11:00+00:00,458.855,458.9,458.81,458.88,2915.0
2023-12-01 17:12:00+00:00,458.89,458.89,458.82,458.84,4602.0
2023-12-01 17:13:00+00:00,458.79,458.8,458.74,458.75,2974.0
2023-12-01 17:14:00+00:00,458.75,458.79,458.72,458.78,3584.0
2023-12-01 17:15:00+00:00,458.75,458.83,458.73,458.81,4516.0
2023-12-01 17:16:00+00:00,458.77,458.88,458.65,458.65,3806.0
2023-12-01 17:17:00+00:00,458.64,458.69,458.57,458.605,3982.0
2023-12-01 17:18:00+00:00,458.55,458.57,458.41,458.43,9860.0
2023-12-01 17:19:00+00:00,458.45,458.485,458.4,458.485,2069.0
2023-12-01 17:20:00+00:00,458.47,458.47,458.385,458.385,2749.0
2023-12-01 17:21:00+00:00,458.335,458.39,458.29,458.39,4365.0
2023-12-01 17:22:00+00:00,458.46,458.69,458.44,458.68,4045.0
2023-12-01 17:23:00+00:00,458.59,458.725,458.46,458.46,4361.0
2023-12-01 17:24:00+00:00,458.47,458.59,458.47,458.59,4338.0
2023-12-01 17:25:00+00:00,458.58,458.6,458.54,458.54,2086.0
2023-12-01 17:26:00+00:00,458.6,458.68,458.6,458.68,2574.0
2023-12-01 17:27:00+00:00,458.68,458.78,458.67,458.75,1521.0
2023-12-01 17:28:00+00:00,458.735,458.84,458.715,458.84,4938.0
2023-12-01 17:29:00+00:00,458.9,458.94,458.88,458.915,2250.0
2023-12-01 17:30:00+00:00,458.9,458.91,458.77,458.77,5747.0
2023-12-01 17:31:00+00:00,458.9,458.99,458.87,458.96,3054.0
2023-12-01 17:32:00+00:00,459.01,459.17,459.01,459.14,5541.0
2023-12-01 17:33:00+00:00,459.14,459.21,459.09,459.15,12941.0
2023-12-01 17:34:00+00:00,459.09,459.11,458.84,458.84,3997.0
2023-12-01 17:35:00+00:00,458.83,458.89,458.76,458.89,2026.0
2023-12-01 17:36:00+00:00,458.85,459.05,458.85,459.05,2142.0
2023-12-01 17:37:00+00:00,459.03,459.05,458.94,459.005,2966.0
2023-12-01 17:38:00+00:00,459.03,459.08,459.03,459.07,2753.0
2023-12-01 17:39:00+00:00,459.09,459.09,459.01,459.04,2132.0
2023-12-01 17:40:00+00:00,459.04,459.08,458.97,459.0,7373.0
2023-12-01 17:41:00+00:00,459.01,459.07,458.93,459.05,5169.0
2023-12-01 17:42:00+00:00,459.09,459.14,459.055,459.13,5434.0
2023-12-01 17:43:00+00:00,459.14,459.22,459.13,459.14,6024.0
2023-12-01 17:44:00+00:00,459.16,459.22,459.11,459.115,2146.0
2023-12-01 17:45:00+00:00,459.12,459.265,459.1,459.26,3311.0
2023-12-01 17:46:00+00:00,459.255,459.255,459.17,459.18,5118.0
2023-12-01 17:47:00+00:00,459.18,459.33,459.18,459.28,4472.0
2023-12-01 17:48:00+00:00,459.29,459.405,459.29,459.36,2962.0
2023-12-01 17:49:00+00:00,459.365,459.46,459.36,459.435,3367.0
2023-12-01 17:50:00+00:00,459.41,459.42,459.39,459.41,1073.0
2023-12-01 17:51:00+00:00,459.39,459.41,459.33,459.41,3542.0
2023-12-01 17:52:00+00:00,459.43,459.515,459.425,459.48,8254.0
2023-12-01 17:53:00+00:00,459.48,459.53,459.34,459.36,5927.0
2023-12-01 17:54:00+00:00,459.375,459.445,459.35,459.43,5221.0
2023-12-01 17:55:00+00:00,459.6,459.63,459.525,459.525,6412.0
2023-12-01 17:56:00+00:00,459.575,459.575,459.43,459.53,4505.0
2023-12-01 17:57:00+00:00,459.535,459.56,459.53,459.55,2938.0
2023-12-01 17:58:00+00:00,459.56,459.56,459.46,459.5,2451.0
2023-12-01 17:59:00+00:00,459.49,459.49,459.41,459.41,2435.0
2023-12-01 18:00:00+00:00,459.47,459.47,459.28,459.31,4769.0
2023-12-01 18:01:00+00:00,459.28,459.36,459.24,459.33,2711.0
2023-12-01 18:02:00+00:00,459.33,459.4,459.32,459.36,5628.0
2023-12-01 18:03:00+00:00,459.36,459.36,459.28,459.325,4821.0
2023-12-01 18:04:00+00:00,459.35,459.35,459.28,459.29,6061.0
2023-12-01 18:05:00+00:00,459.25,459.26,459.065,459.1,4170.0
2023-12-01 18:06:00+00:00,459.1,459.17,458.93,458.98,1905.0
2023-12-01 18:07:00+00:00,459.07,459.13,459.05,459.06,2680.0
2023-12-01 18:08:00+00:00,459.05,459.11,458.97,459.04,6950.0
2023-12-01 18:09:00+00:00,459.06,459.15,459.02,459.03,1870.0
2023-12-01 18:10:00+00:00,459.105,459.105,459.045,459.09,3673.0
2023-12-01 18:11:00+00:00,459.075,459.12,459.05,459.05,1936.0
2023-12-01 18:12:00+00:00,459.07,459.09,459.0,459.04,4469.0
2023-12-01 18:13:00+00:00,459.03,459.04,458.64,458.645,5603.0
2023-12-01 18:14:00+00:00,458.67,458.815,458.67,458.79,3938.0
2023-12-01 18:15:00+00:00,458.76,458.76,458.705,458.75,5428.0
2023-12-01 18:16:00+00:00,458.75,458.805,458.63,458.69,4424.0
2023-12-01 18:17:00+00:00,458.7,458.9,458.7,458.89,3666.0
2023-12-01 18:18:00+00:00,458.94,458.94,458.795,458.82,2182.0
2023-12-01 18:19:00+00:00,458.86,458.9,458.76,458.9,3258.0
2023-12-01 18:20:00+00:00,458.895,458.94,458.74,458.8,6185.0
2023-12-01 18:21:00+00:00,458.78,458.79,458.67,458.675,3959.0
2023-12-01 18:22:00+00:00,458.71,458.76,458.7,458.76,2073.0
2023-12-01 18:23:00+00:00,458.79,458.85,458.78,458.85,1195.0
2023-12-01 18:24:00+00:00,458.86,459.06,458.86,459.02,7005.0
2023-12-01 18:25:00+00:00,459.045,459.07,458.74,458.74,3550.0
2023-12-01 18:26:00+00:00,458.74,458.82,458.74,458.76,4387.0
2023-12-01 18:27:00+00:00,458.76,458.81,458.75,458.75,2150.0
2023-12-01 18:28:00+00:00,458.735,458.74,458.61,458.635,2278.0
2023-12-01 18:29:00+00:00,458.67,458.67,458.56,458.57,2196.0
2023-12-01 18:30:00+00:00,458.57,458.57,458.47,458.54,3772.0
2023-12-01 18:31:00+00:00,458.51,458.51,458.45,458.455,2767.0
2023-12-01 18:32:00+00:00,458.435,458.57,458.42,458.57,7995.0
2023-12-01 18:33:00+00:00,458.605,458.605,458.45,458.505,2722.0
2023-12-01 18:34:00+00:00,458.485,458.68,458.47,458.64,3146.0
2023-12-01 18:35:00+00:00,458.64,458.755,458.625,458.64,3909.0
2023-12-01 18:36:00+00:00,458.62,458.63,458.56,458.56,1904.0
2023-12-01 18:37:00+00:00,458.51,458.51,458.41,458.42,4649.0
2023-12-01 18:38:00+00:00,458.44,458.44,458.33,458.36,2942.0
2023-12-01 18:39:00+00:00,458.35,458.42,458.35,458.42,1433.0
2023-12-01 18:40:00+00:00,458.415,458.415,458.26,458.265,3474.0
2023-12-01 18:41:00+00:00,458.29,458.48,458.29,458.41,4407.0
2023-12-01 18:42:00+00:00,458.39,458.43,458.35,458.38,2069.0
2023-12-01 18:43:00+00:00,458.41,458.51,458.335,458.51,2485.0
2023-12-01 18:44:00+00:00,458.54,458.65,458.54,458.63,1583.0
2023-12-01 18:45:00+00:00,458.59,458.64,458.57,458.59,1371.0
2023-12-01 18:46:00+00:00,458.6,458.65,458.47,458.47,2955.0
2023-12-01 18:47:00+00:00,458.5,458.525,458.45,458.45,4212.0
2023-12-01 18:48:00+00:00,458.44,458.535,458.425,458.515,4571.0
2023-12-01 18:49:00+00:00,458.54,458.54,458.43,458.45,3217.0
2023-12-01 18:50:00+00:00,458.48,458.51,458.42,458.51,2323.0
2023-12-01 18:51:00+00:00,458.49,458.58,458.465,458.58,2415.0
2023-12-01 18:52:00+00:00,458.51,458.51,458.34,458.37,5748.0
2023-12-01 18:53:00+00:00,458.41,458.485,458.41,458.485,4348.0
2023-12-01 18:54:00+00:00,458.455,458.455,458.33,458.37,1809.0
2023-12-01 18:55:00+00:00,458.405,458.46,458.405,458.43,4359.0
2023-12-01 18:56:00+00:00,458.475,458.475,458.32,458.365,2550.0
2023-12-01 18:57:00+00:00,458.34,458.43,458.34,458.43,1695.0
2023-12-01 18:58:00+00:00,458.43,458.43,458.3,458.36,2316.0
2023-12-01 18:59:00+00:00,458.36,458.36,458.3,458.31,4366.0
2023-12-01 19:00:00+00:00,458.34,458.455,458.235,458.285,8771.0
2023-12-01 19:01:00+00:00,458.295,458.42,458.295,458.36,4616.0
2023-12-01 19:02:00+00:00,458.355,458.485,458.345,458.435,9112.0
2023-12-01 19:03:00+00:00,458.43,458.52,458.43,458.52,6411.0
2023-12-01 19:04:00+00:00,458.57,458.6,458.535,458.56,4214.0
2023-12-01 19:05:00+00:00,458.56,458.56,458.33,458.35,3943.0
2023-12-01 19:06:00+00:00,458.345,458.4,458.32,458.32,3583.0
2023-12-01 19:07:00+00:00,458.31,458.48,458.31,458.48,5551.0
2023-12-01 19:08:00+00:00,458.465,458.465,458.37,458.39,14959.0
2023-12-01 19:09:00+00:00,458.3,458.325,458.2,458.2,3414.0
2023-12-01 19:10:00+00:00,458.225,458.31,458.21,458.25,3790.0
2023-12-01 19:11:00+00:00,458.24,458.54,458.24,458.54,2434.0
2023-12-01 19:12:00+00:00,458.55,458.695,458.55,458.68,2345.0
2023-12-01 19:13:00+00:00,458.69,458.74,458.61,458.61,4387.0
2023-12-01 19:14:00+00:00,458.64,458.72,458.625,458.67,2634.0
2023-12-01 19:15:00+00:00,458.665,458.67,458.59,458.67,3262.0
2023-12-01 19:16:00+00:00,458.675,458.73,458.66,458.66,2374.0
2023-12-01 19:17:00+00:00,458.67,458.72,458.66,458.72,1563.0
2023-12-01 19:18:00+00:00,458.725,458.77,458.63,458.645,3453.0
2023-12-01 19:19:00+00:00,458.64,458.7,458.51,458.51,2513.0
2023-12-01 19:20:00+00:00,458.49,458.52,458.42,458.5,3924.0
2023-12-01 19:21:00+00:00,458.595,458.675,458.53,458.675,1721.0
2023-12-01 19:22:00+00:00,458.68,458.72,458.63,458.68,2605.0
2023-12-01 19:23:00+00:00,458.68,458.78,458.68,458.78,1996.0
2023-12-01 19:24:00+00:00,458.82,458.83,458.78,458.8,4956.0
2023-12-01 19:25:00+00:00,458.79,458.79,458.66,458.7,3464.0
2023-12-01 19:26:00+00:00,458.705,458.705,458.56,458.67,1395.0
2023-12-01 19:27:00+00:00,458.66,458.72,458.53,458.62,2329.0
2023-12-01 19:28:00+00:00,458.63,458.71,458.6,458.71,2671.0
2023-12-01 19:29:00+00:00,458.735,458.74,458.73,458.74,953.0
2023-12-01 19:30:00+00:00,458.72,458.78,458.72,458.78,1110.0
2023-12-01 19:31:00+00:00,458.75,458.75,458.66,458.67,2761.0
2023-12-01 19:32:00+00:00,458.72,458.775,458.72,458.72,3487.0
2023-12-01 19:33:00+00:00,458.7,458.8,458.7,458.775,4394.0
2023-12-01 19:34:00+00:00,458.74,458.82,458.735,458.77,2124.0
2023-12-01 19:35:00+00:00,458.74,458.81,458.74,458.76,2002.0
2023-12-01 19:36:00+00:00,458.71,458.71,458.615,458.615,3059.0
2023-12-01 19:37:00+00:00,458.65,458.79,458.65,458.76,4112.0
2023-12-01 19:38:00+00:00,458.74,458.76,458.67,458.74,3492.0
2023-12-01 19:39:00+00:00,458.82,458.84,458.82,458.83,1866.0
2023-12-01 19:40:00+00:00,458.81,458.88,458.8,458.88,2835.0
2023-12-01 19:41:00+00:00,458.85,458.85,458.68,458.68,3756.0
2023-12-01 19:42:00+00:00,458.7,458.7,458.59,458.59,3085.0
2023-12-01 19:43:00+00:00,458.56,458.6,458.51,458.53,3319.0
2023-12-01 19:44:00+00:00,458.585,458.68,458.585,458.68,2947.0
2023-12-01 19:45:00+00:00,458.655,458.7,458.62,458.67,2791.0
2023-12-01 19:46:00+00:00,458.68,458.71,458.67,458.7,3769.0
2023-12-01 19:47:00+00:00,458.695,458.745,458.64,458.68,2460.0
2023-12-01 19:48:00+00:00,458.68,458.71,458.65,458.65,2726.0
2023-12-01 19:49:00+00:00,458.73,458.81,458.73,458.775,2460.0
2023-12-01 19:50:00+00:00,458.76,458.82,458.73,458.77,3144.0
2023-12-01 19:51:00+00:00,458.77,458.805,458.73,458.805,3523.0
2023-12-01 19:52:00+00:00,458.8,458.86,458.77,458.86,4730.0
2023-12-01 19:53:00+00:00,458.83,458.84,458.755,458.78,3007.0
2023-12-01 19:54:00+00:00,458.78,458.855,458.78,458.85,1172.0
2023-12-01 19:55:00+00:00,458.82,458.93,458.82,458.93,2280.0
2023-12-01 19:56:00+00:00,458.92,458.93,458.88,458.88,4204.0
2023-12-01 19:57:00+00:00,458.89,458.89,458.86,458.89,3243.0
2023-12-01 19:58:00+00:00,458.96,459.03,458.96,458.995,2134.0
2023-12-01 19:59:00+00:00,459.05,459.08,459.03,459.08,2806.0
2023-12-01 20:00:00+00:00,459.03,459.12,459.03,459.05,4733.0
